title,shop,sales,rating,sale_price,original_price,discount,image
Handmade 100% Wool Kashmiri Shawl | Traditional Unisex Pattu Shawl | Authentic Ethnic Heritage,MountainsHeritage,,,9516.0,,,https://i.etsystatic.com/65502929/r/il/6c5e08/7908633430/il_765x1020.7908633430_s7aj.jpg
"Luxury Kani Wool Shawl – Multicolor Kashmiri Paisley Wrap, Magenta Winter Shawl",PalishqCollections0,,5.0,7927.0,,,https://i.etsystatic.com/56023419/r/il/61b003/7754882410/il_765x1020.7754882410_dc5c.jpg
Silver Grey Cashmere Scarf Women | 100% Pure Pashmina Shawl | Handwoven Nepal | Luxury Cashmere Gift | Ultra Light Himalayan Wrap,HimalayaPashminaDE,,4.8,15145.0,,,https://i.etsystatic.com/63957991/r/il/d44765/8030389050/il_765x1020.8030389050_6vi6.jpg
Kashmiri Nalain Shawl - Fajr al-Harir,KanzOfficialCo,,5.0,5386.0,,,https://i.etsystatic.com/61872881/r/il/385ff8/7921805961/il_765x1020.7921805961_22gu.jpg
"Kashmiri Pashmina Kani Embroidered Shawl: Brown Floral Multi Paisley Wool, Soft & Lightweight 1 Pc",LillyMittalFashions,,4.9,5252.0,,,https://i.etsystatic.com/13194064/r/il/b986b8/7766211474/il_765x1020.7766211474_jnb1.jpg
Handmade Purple Pashmina Shawl | Kashmiri Shawl with Embroidery | Wrap for Women,TimelessVaultByTalha,,5.0,13870.0,,,https://i.etsystatic.com/57477002/r/il/9c9fd2/7626534556/il_765x1020.7626534556_kzyh.jpg
Authentic Kashmiri Kani Shawl Teal Rust Paisley | Handwoven Luxury Heritage Pashmina Wrap,OheynaEssentials,,5.0,18030.0,,,https://i.etsystatic.com/54986567/c/1024/1024/0/256/il/29353e/7640357388/il_765x1020.7640357388_25j2.jpg
"Royal Green Pure Embroidered Kani Pashmina Shawl for Women, Lightweight Kashmiri Summer Shawl, Handmade Luxury Wrap",TimelessVaultByTalha,,5.0,12596.0,,,https://i.etsystatic.com/57477002/r/il/7bbf45/8074883435/il_765x1020.8074883435_f3ly.jpg
"Embroidered Handmade Pashmina Shawl, Pure Kani work Kashmiri Wrap",TimelessVaultByTalha,,5.0,13010.0,,,https://i.etsystatic.com/57477002/r/il/0ccba2/7983090864/il_765x1020.7983090864_cian.jpg
Handmade Pashmina Shawl | Kashmiri Embroidery Burgundy Shawl | Full Embroidered Scarf For Women,TimelessVaultByTalha,,5.0,11876.0,,,https://i.etsystatic.com/57477002/r/il/4727e9/7521037183/il_765x1020.7521037183_1wq3.jpg
"Luxurious, Authentic Brown Pashmina Shawl - Kashmiri PASHMINA Design",VoguebyFJ,,4.4,13523.0,,,https://i.etsystatic.com/59881000/r/il/e9b111/7415300434/il_765x1020.7415300434_egbf.jpg
"White Kashmiri Pashmina Shawl Women, Chikankari Embroidered Summer Scarf, Handmade Floral Wrap",TimelessVaultByTalha,,5.0,12898.0,,,https://i.etsystatic.com/57477002/r/il/46f341/8101916377/il_765x1020.8101916377_9y8r.jpg
"Handwoven Pashmina Scarf Shawl | Natural Beige Cashmere, Kashmir Sozni Embroidery",BeighCashmereShawls,,5.0,81781.0,,,https://i.etsystatic.com/60706692/r/il/3413d6/7140256830/il_765x1020.7140256830_pg23.jpg
Kashmiri Aari Wool Shawl: Black with White Floral Embroidered Stole,ShafisbyGazala,,4.8,13810.0,,,https://i.etsystatic.com/21637146/r/il/b7d5f5/3439459467/il_765x1020.3439459467_hu3f.jpg
Soft Wool Silk Pashmina Shawl: Kashmiri Woven Wrap,KearaDreamStore,,4.3,6218.0,,,https://i.etsystatic.com/47787775/r/il/2c1b3a/6841441349/il_765x1020.6841441349_31lc.jpg
Pure Kani pashmina handwoven Shawl with Zari work in black color Luxury Kashmiri Design Warm Wrap cashmere Wedding Shawl for Christmas Gift,Thepashminaboutique,,5.0,21036.0,,,https://i.etsystatic.com/61257301/r/il/9c062c/7506415232/il_765x1020.7506415232_7iwk.jpg
